Nº OCORRÊNCIA;DATA DO FATO;HORA DO FATO;TIPO OBJETO;ACAO OBJETO;GRUPO DE INCIDENTE;TIPO DE INCIDENTE;UF;MUNICIPIO;BAIRRO;LOGRADOURO;TIPO DE LOCAL;TIPO;MARCA;MODELO;COR VEICULO
53741676;13/02/2024;10:30:00;BICICLETA;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO;ES;VITORIA;ILHA DE SANTA MARIA;RUA HELEONORA GRECCO;RESIDENCIA;Sem Informacao (Tipo);mnc;semexe aro 26;Sem Informacao (Cor)
53742013;13/02/2024;05:55:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO;ES;VILA VELHA;GLORIA;Sem Informacao;VIA PUBLICA;Sem Informacao (Tipo);APPLE;11;Sem Informacao (Cor)
53742094;13/02/2024;06:12:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO;ES;VILA VELHA;ARIBIRI;TERMINAL DO IBES;VIA PUBLICA;Sem Informacao (Tipo);SAMSUNG;Sem Informacao (Modelo);Sem Informacao (Cor)
53742131;13/02/2024;01:46:00;BICICLETA;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: DE VEICULO: BICICLETA;ES;VITORIA;MATA DA PRAIA;RUA  DELMIRO COIMBRA;RESIDENCIA;Sem Informacao (Tipo);OGGI;OGGI 29 HACKER SPORT 21V;Sem Informacao (Cor)
53742137;13/02/2024;07:10:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;VILA VELHA;RIO MARINHO;PONTO DO ONIBUS NA DESCIDA PARA VALE ENCANTADO;VIA PUBLICA;Sem Informacao (Tipo);XIAOMI;POCO X3 NFC;Sem Informacao (Cor)
53742379;13/02/2024;05:40:00;BICICLETA;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;VITORIA;GOIABEIRAS;AV FERNANDO FERRARI;OUTRO LOCAL;Sem Informacao (Tipo);Bike;BIKE;Sem Informacao (Cor)
53742379;13/02/2024;05:40:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;VITORIA;GOIABEIRAS;AV FERNANDO FERRARI;OUTRO LOCAL;Sem Informacao (Tipo);XIAOMI;REDMI NOTE 8;Sem Informacao (Cor)
53742398;13/02/2024;00:46:00;BICICLETA;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: DE VEICULO: BICICLETA;ES;VITORIA;MATA DA PRAIA;RUA DOUTOR DELMIRO COIMBRA;RESIDENCIA;Sem Informacao (Tipo);OGGI;oggi float sport 15.5v;Sem Informacao (Cor)
53743034;13/02/2024;00:00:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;VITORIA;CENTRO;RUA SETE;REPARTICAO PUBLICA;Sem Informacao (Tipo);XIAOMI;XIAOMI POCO M4 PRO;Sem Informacao (Cor)
53743055;13/02/2024;16:20:00;APARELHOS TELEFONICOS;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: A PESSOA EM VIA PUBLICA;ES;VITORIA;CENTRO;MARIA SARAIVA;VIA PUBLICA;Sem Informacao (Tipo);XIAOMI;REDMI 10 PRO MAX;Sem Informacao (Cor)
53743062;13/02/2024;07:00:00;BICICLETA;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: A PESSOA EM VIA PUBLICA;ES;VITORIA;CENTRO;RUA CORONEL ALZIRO VIANA;RESIDENCIA;Sem Informacao (Tipo);GILMEX;ARO 20;Sem Informacao (Cor)
53743093;13/02/2024;Indeterminada;APARELHOS TELEFONICOS;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO;ES;PANCAS;CENTRO;AV 13 DE MAIO;VIA PUBLICA;Sem Informacao (Tipo);XIAOMI;REDIMI 12;Sem Informacao (Cor)
53743119;13/02/2024;02:20:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;VITORIA;CENTRO;RUA PROFESSOR ADAO BENEZATH;OUTRO LOCAL;Sem Informacao (Tipo);MOTOROLA;EDGE 30 - ROSE;Sem Informacao (Cor)
53743136;13/02/2024;17:00:00;APARELHOS TELEFONICOS;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: A PESSOA EM VIA PUBLICA;ES;VITORIA;CENTRO;RUA MARIA SARAIVA;VIA PUBLICA;Sem Informacao (Tipo);SAMSUNG;A72;Sem Informacao (Cor)
53743142;13/02/2024;23:00:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;VITORIA;CENTRO;RUA SETE DE SETEMBRO;VIA PUBLICA;Sem Informacao (Tipo);APPLE;IPHONE 11;Sem Informacao (Cor)
53743187;13/02/2024;17:00:00;APARELHOS TELEFONICOS;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: A PESSOA EM VIA PUBLICA;ES;VITORIA;CENTRO;Sem Informacao;VIA PUBLICA;Sem Informacao (Tipo);NOKIA;5.3;Sem Informacao (Cor)
53743209;13/02/2024;18:15:00;APARELHOS TELEFONICOS;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: A PESSOA EM VIA PUBLICA;ES;VITORIA;CENTRO;RUA SETE DE SETEMBRO;VIA PUBLICA;Sem Informacao (Tipo);APPLE;XR;Sem Informacao (Cor)
53743295;13/02/2024;21:50:00;APARELHOS TELEFONICOS;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: A PESSOA EM VIA PUBLICA;ES;VITORIA;CENTRO;RUA 7;VIA PUBLICA;Sem Informacao (Tipo);XIAOMI;POCO X4 PRO;Sem Informacao (Cor)
53743582;13/02/2024;22:00:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;VIANA;NOVA BETHANIA;RUA SANTA MARIA;VIA PUBLICA;Sem Informacao (Tipo);SAMSUNG;GALAXY A 14;Sem Informacao (Cor)
53743708;13/02/2024;05:30:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;CARIACICA;VALE DOS REIS;AVENIDA MOXUARA;VIA PUBLICA;Sem Informacao (Tipo);APPLE;IPHONE;Sem Informacao (Cor)
53743713;13/02/2024;05:30:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;CARIACICA;NOVO HORIZONTE;Sem Informacao;VIA PUBLICA;Sem Informacao (Tipo);SAMSUNG;Sem Informacao (Modelo);Sem Informacao (Cor)
53743720;13/02/2024;05:35:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;CARIACICA;VALE DOS REIS;CASA;OUTRO LOCAL;Sem Informacao (Tipo);SAMSUNG;SAMSUNG A22;Sem Informacao (Cor)
53744460;13/02/2024;22:30:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;CARIACICA;CASTELO BRANCO;RUA QUATRO;VIA PUBLICA;Sem Informacao (Tipo);OUTROS;SMART 4G MOTO E 13;Sem Informacao (Cor)
53744711;13/02/2024;14:50:00;BICICLETA;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: DE VEICULO: BICICLETA;ES;SERRA;COLINA DE LARANJEIRAS;AV ELDES SCHERRER SOUZA;COMERCIO;Sem Informacao (Tipo);ULTRA;quadro urbano aro 26;Sem Informacao (Cor)
53745625;13/02/2024;03:00:00;APARELHOS TELEFONICOS;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: EM RESIDENCIA/CONDOMINIO;ES;SERRA;BALNEARIO DE CARAPEBUS;RUA DO FICUS;RESIDENCIA;Sem Informacao (Tipo);LG;LM-X525 K12;Sem Informacao (Cor)
53746328;13/02/2024;17:30:00;APARELHOS TELEFONICOS;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: EM VEICULO;ES;SERRA;VALPARAISO;AVENIDA IRIRI;COMERCIO;Sem Informacao (Tipo);APPLE;IPHONE 13 PLUS;Sem Informacao (Cor)
53746573;13/02/2024;17:00:00;APARELHOS TELEFONICOS;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: A PESSOA EM VIA PUBLICA;ES;VITORIA;CENTRO;RUA 7 DE SETEMBRO;VIA PUBLICA;Sem Informacao (Tipo);MOTOROLA;G22 128 GB;Sem Informacao (Cor)
53752139;13/02/2024;16:00:00;APARELHOS TELEFONICOS;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: A PESSOA EM VIA PUBLICA;ES;VITORIA;CENTRO;Sem Informacao;VIA PUBLICA;Sem Informacao (Tipo);APPLE;IPHONE 11;Sem Informacao (Cor)
53752175;13/02/2024;18:00:00;APARELHOS TELEFONICOS;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;VITORIA;CENTRO;Sem Informacao;VIA PUBLICA;Sem Informacao (Tipo);APPLE;X;Sem Informacao (Cor)
53753280;13/02/2024;Indeterminada;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO;ES;GUARAPARI;SETIBA;ROD. SOL;VEICULO;Sem Informacao (Tipo);MOTOROLA;MOTO G22;Sem Informacao (Cor)
53753413;13/02/2024;01:30:00;APARELHOS TELEFONICOS;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: A PESSOA EM VIA PUBLICA;ES;MUQUI;CENTRO;RUA VIEIRA MACHADO;VIA PUBLICA;Sem Informacao (Tipo);SAMSUNG;A32;Sem Informacao (Cor)
53753699;13/02/2024;04:30:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;SERRA;REIS MAGOS;Sem Informacao;VIA PUBLICA;Sem Informacao (Tipo);SAMSUNG;Sem Informacao (Modelo);Sem Informacao (Cor)
53754568;13/02/2024;02:10:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: EM TRANSPORTE COLETIVO;ES;SERRA;NOVA CARAPINA I;ROD. GOVERNADOR MARIO COVAS;VEICULO;Sem Informacao (Tipo);POSITIVO;INFINIX HOT30I;Sem Informacao (Cor)
53754947;13/02/2024;14:45:00;APARELHOS TELEFONICOS;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: A PESSOA EM VIA PUBLICA;ES;VITORIA;CARATOIRA;Sem Informacao;VIA PUBLICA;Sem Informacao (Tipo);MOTOROLA;ONE.;Sem Informacao (Cor)
53754955;13/02/2024;15:40:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;SERRA;NOVO HORIZONTE;RUA GAIVOTAS;VIA PUBLICA;Sem Informacao (Tipo);APPLE;11 64 GB;Sem Informacao (Cor)
53755391;13/02/2024;15:20:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;VILA VELHA;ALVORADA;AV ERNESTO CANAL;VIA PUBLICA;Sem Informacao (Tipo);APPLE;IPHONE 8 PLUS;Sem Informacao (Cor)
53756934;13/02/2024;15:30:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: DE VEICULO: CICLOMOTOR;ES;VILA VELHA;JOCKEY DE ITAPARICA;RUA DYLIO PENEDO;VIA PUBLICA;Sem Informacao (Tipo);XIAOMI;HEDMI 12;Sem Informacao (Cor)
53756934;13/02/2024;15:30:00;VEICULO;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: DE VEICULO: CICLOMOTOR;ES;VILA VELHA;JOCKEY DE ITAPARICA;RUA DYLIO PENEDO;VIA PUBLICA;MOTOCICLETA;YAMAHA;XTZ 125XE;PRETO
53766044;13/02/2024;16:55:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;SAO MATEUS;GURIRI;Sem Informacao;VIA PUBLICA;Sem Informacao (Tipo);APPLE;IPONE 11 PRO MAX;Sem Informacao (Cor)
53766280;13/02/2024;00:31:00;APARELHOS TELEFONICOS;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: A PESSOA EM VIA PUBLICA;ES;SAO MATEUS;GURIRI;AV GOVERNADOR EURICO VIEIRA REZENDE;VIA PUBLICA;Sem Informacao (Tipo);APPLE;IPHONE 13;Sem Informacao (Cor)
53777171;13/02/2024;23:00:00;APARELHOS TELEFONICOS;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: A PESSOA EM VIA PUBLICA;ES;PIUMA;CENTRO;AV ISAIAS CHERRER;VIA PUBLICA;Sem Informacao (Tipo);MOTOROLA;MOTO G23;Sem Informacao (Cor)
53780107;13/02/2024;16:30:00;APARELHOS TELEFONICOS;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO;ES;SERRA;JARDIM CARAPINA;Sem Informacao;RESIDENCIA;Sem Informacao (Tipo);OUTROS;Sem Informacao (Modelo);Sem Informacao (Cor)
53785055;13/02/2024;08:00:00;APARELHOS TELEFONICOS;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO;ES;VITORIA;JARDIM CAMBURI;AV DANTE MICHELINI;ESCRITORIO;Sem Informacao (Tipo);SAMSUNG;TABLET SANSUNG GALAXY 8;Sem Informacao (Cor)
53786270;13/02/2024;23:00:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;VITORIA;CENTRO;: R. MARIA SARAIVA, 30 - CENTRO, VITORIA - ES,;VIA PUBLICA;Sem Informacao (Tipo);APPLE;XR;Sem Informacao (Cor)
53786270;13/02/2024;23:00:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;VITORIA;CENTRO;: R. MARIA SARAIVA, 30 - CENTRO, VITORIA - ES,;VIA PUBLICA;Sem Informacao (Tipo);XIAOMI;NOTE 12 PRO;Sem Informacao (Cor)
53795829;13/02/2024;06:00:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;CARIACICA;PADRE GABRIEL;NAO SABE INFORMAR.;VIA PUBLICA;Sem Informacao (Tipo);LG;K9;Sem Informacao (Cor)
53802227;13/02/2024;16:00:00;BICICLETA;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO;ES;ARACRUZ;VILA NOVA;Sem Informacao;VIA PUBLICA;Sem Informacao (Tipo);ABSOLUT;nero;Sem Informacao (Cor)
53808977;13/02/2024;20:18:00;APARELHOS TELEFONICOS;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO;ES;VITORIA;SANTA LUIZA;AV NOSSA SENHORA DA PENHA;COMERCIO;Sem Informacao (Tipo);XIAOMI;REDMI NOTE 12 PRO;Sem Informacao (Cor)
53810379;13/02/2024;01:00:00;APARELHOS TELEFONICOS;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO;ES;VITORIA;MARIO CYPRESTE;AV DARIO LOURENCO DE SOUZA;CASA DE SHOW/EVENTOS;Sem Informacao (Tipo);APPLE;IPHONE 14;Sem Informacao (Cor)
53847222;13/02/2024;18:30:00;APARELHOS TELEFONICOS;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO;ES;PRESIDENTE KENNEDY;MAROBA;Sem Informacao;VIA PUBLICA;Sem Informacao (Tipo);SAMSUNG;J7;Sem Informacao (Cor)
53848170;13/02/2024;16:00:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;VITORIA;GRANDE VITORIA;MARIA SARAIVA;VIA PUBLICA;Sem Informacao (Tipo);APPLE;Sem Informacao (Modelo);Sem Informacao (Cor)
53848334;13/02/2024;17:00:00;APARELHOS TELEFONICOS;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: A PESSOA EM VIA PUBLICA;ES;VITORIA;CENTRO;RUA MARIA SILVA;VIA PUBLICA;Sem Informacao (Tipo);SAMSUNG;GALAXY S21 5G;Sem Informacao (Cor)
53901500;13/02/2024;21:30:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;VITORIA;CENTRO;R. SEN. ATILIO VIVACQUA;RODOVIA ESTADUAL;Sem Informacao (Tipo);MOTOROLA;MOTO G9 POWER - VERDE PACIFICO-128GB;Sem Informacao (Cor)
54410435;13/02/2024;Indeterminada;APARELHOS TELEFONICOS;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: EM VEICULO;ES;LINHARES;BEBEDOURO;Sem Informacao;OUTRO LOCAL;Sem Informacao (Tipo);MOTOROLA;MOTO E;Sem Informacao (Cor)
53732044;14/02/2024;22:00:00;APARELHOS TELEFONICOS;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: A PESSOA EM VIA PUBLICA;ES;PIUMA;CENTRO;RUA AFONSO CLAUDIO;VIA PUBLICA;Sem Informacao (Tipo);APPLE;IPHONE 15;Sem Informacao (Cor)
53732282;14/02/2024;00:20:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;SERRA;SAO DIOGO I;Sem Informacao;VIA PUBLICA;Sem Informacao (Tipo);SAMSUNG;A12;Sem Informacao (Cor)
53732634;14/02/2024;02:00:00;VEICULO;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: EM VEICULO;ES;VILA VELHA;DIVINO ESPIRITO SANTO;TV HERNANDES DE SOUZA;VIA PUBLICA;MOTOCICLETA;HONDA;CG 125 FAN KS;VERMELHO
53733382;14/02/2024;05:00:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;CARIACICA;PIRANEMA;RUA SAO JOSE;VIA PUBLICA;Sem Informacao (Tipo);SAMSUNG;GALAXY ,DE COR PRETA;Sem Informacao (Cor)
53733535;14/02/2024;07:00:00;VEICULO;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: DE VEICULO;ES;CARIACICA;SANTO ANDRE;Sem Informacao;VIA PUBLICA;CAMINHONETE;TOYOTA;HILUX CD4X4 SRV;PRETO
53733791;14/02/2024;07:10:00;VEICULO;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: DE VEICULO;ES;CONCEICAO DA BARRA;CENTRO;Sem Informacao;VIA PUBLICA;MOTOCICLETA;HONDA;CG 160 TITAN EX;PRETO
53734324;14/02/2024;01:00:00;VEICULO;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: DE VEICULO;ES;COLATINA;MARIA DAS GRACAS;AV VITORIA;VIA PUBLICA;CAMINHONETE;FIAT;STRADA WORKING;BRANCO
53734896;14/02/2024;09:40:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;LINHARES;INTERLAGOS;RUA BORBA GATO;RESIDENCIA;Sem Informacao (Tipo);MOTOROLA;A22;Sem Informacao (Cor)
53734928;14/02/2024;07:00:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;VITORIA;ENSEADA DO SUA;Sem Informacao;VIA PUBLICA;Sem Informacao (Tipo);APPLE;11;Sem Informacao (Cor)
53734928;14/02/2024;07:00:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;VITORIA;ENSEADA DO SUA;Sem Informacao;VIA PUBLICA;Sem Informacao (Tipo);MOTOROLA;ONE FUSION;Sem Informacao (Cor)
53735207;14/02/2024;01:00:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;VITORIA;JARDIM DA PENHA;AV ANISIO FERNANDES COELHO;VIA PUBLICA;Sem Informacao (Tipo);APPLE;IPHONE 12;Sem Informacao (Cor)
53735397;14/02/2024;Indeterminada;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: EM TRANSPORTE COLETIVO;ES;SERRA;NOVA CARAPINA I;Sem Informacao;VEICULO;Sem Informacao (Tipo);POSITIVO;INFINIX;Sem Informacao (Cor)
53735754;14/02/2024;13:30:00;APARELHOS TELEFONICOS;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: A PESSOA EM VIA PUBLICA;ES;CARIACICA;CAMPO GRANDE;AV EXPEDITO GARCIA;VEICULO;Sem Informacao (Tipo);XIAOMI;REDMI 12;Sem Informacao (Cor)
53735983;14/02/2024;12:50:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;VILA VELHA;JOCKEY DE ITAPARICA;Sem Informacao;VIA PUBLICA;Sem Informacao (Tipo);XIAOMI;REDMI;Sem Informacao (Cor)
53735983;14/02/2024;12:50:00;VEICULO;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: A PESSOA EM VIA PUBLICA;ES;VILA VELHA;JOCKEY DE ITAPARICA;Sem Informacao;VIA PUBLICA;MOTOCICLETA;YAMAHA;XTZ150 CROSSER E;PRETO
53736054;14/02/2024;01:00:00;VEICULO;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: EM VEICULO;ES;CACHOEIRO DE ITAPEMIRIM;WALDIR FURTADO AMORIM;RODOVIA ENGENHEIRO FABIANO VIVACQUA;OUTRO LOCAL;MOTOCICLETA;YAMAHA;YBR125I FACTOR ED;PRETO
53736099;14/02/2024;02:05:00;APARELHOS TELEFONICOS;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: EM TRANSPORTE COLETIVO;ES;SERRA;BARRO BRANCO;Sem Informacao;RODOVIA ESTADUAL;Sem Informacao (Tipo);SAMSUNG;SM-A346M/DSN;Sem Informacao (Cor)
53736416;14/02/2024;Indeterminada;VEICULO;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: DE VEICULO;ES;SERRA;PORTO CANOA;Sem Informacao;VIA PUBLICA;AUTOMOVEL;VOLKSWAGEN;GOL 1000I;BRANCO
53736564;14/02/2024;Indeterminada;VEICULO;FURTADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: FURTO: DE VEICULO;ES;SERRA;PARQUE JACARAIPE;Sem Informacao;VIA PUBLICA;AUTOMOVEL;FIAT;UNO MILLE FIRE;AZUL
53737000;14/02/2024;01:00:00;VEICULO;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: DE VEICULO;ES;CACHOEIRO DE ITAPEMIRIM;WALDIR FURTADO AMORIM;RODOVIA ENGENHEIRO FABIANO VIVACQUA;OUTRO LOCAL;MOTOCICLETA;YAMAHA;YBR125I FACTOR ED;PRETO
53737467;14/02/2024;13:00:00;VEICULO;ROUBADO;CRIMES CONTRA PATRIMONIO;CRIMES CONTRA PATRIMONIO: ROUBO: DE VEICULO;ES;SERRA;SAO DOMINGOS;RUA SAO DOMINGOS;VIA PUBLICA;MOTOCICLETA;HONDA;NXR150 BROS ESD;VERMELHO
